# Annotation file compilation of the Affymetrix Human Genome U133 Set annotation data (chip HGU133A) http://bioconductor.org/packages/release/data/annotation/html/hgu133a.db.html
# and the web tool g:Convert http://biit.cs.ut.ee/gprofiler/gconvert.cgi
#
# List start ->
affy	genesym
217442_at	CADM3-AS1
217443_at	217443_AT
217444_at	217444_AT
217445_s_at	GART
217446_x_at	217446_X_AT
217447_at	217447_AT
217448_s_at	TOX4
217449_at	217449_AT
217450_at	AGFG2
217451_at	217451_AT
217452_s_at	B3GALT2
217453_at	217453_AT
217454_at	HMGB3P30
217455_s_at	SSTR2
217456_x_at	HLA-E
217457_s_at	RAP1GDS1
217458_at	217458_AT
217459_at	217459_AT
217460_at	TNP2
217461_x_at	BTF3P12
217462_at	217462_AT
217463_s_at	MYRF
217464_at	217464_AT
217465_at	217465_AT
217466_x_at	RPS2
217467_at	BTF3P13
217468_at	217468_AT
217469_at	IGHE
217470_at	217470_AT
217471_at	LINC01482
217472_at	217472_AT
217473_x_at	SLC11A1
217474_at	217474_AT
217475_s_at	LIMK2
217476_at	217476_AT
217477_at	217477_AT
217478_s_at	HLA-DMA
217479_at	217479_AT
217480_x_at	IGKV1OR-2
217481_x_at	217481_X_AT
217482_at	217482_AT
217483_at	217483_AT
217484_at	CR1
217485_x_at	217485_X_AT
217486_s_at	ZDHHC17
217487_x_at	FOLH1
217488_x_at	217488_X_AT
217489_s_at	IL6R
217490_at	217490_AT
217491_x_at	COX7C
217492_s_at	PTENP1
217493_x_at	NCR2
217494_s_at	217494_S_AT
217495_x_at	CALCA
217496_s_at	IDE
217497_at	TYMP
217498_at	GDF11
217499_x_at	OR7E36P
217500_at	TIAL1
217501_at	CIAO1
217502_at	IFIT2
217503_at	STK17B
217504_at	ABCA6
217505_at	217505_AT
217506_at	217506_AT
217507_at	SLC11A1
217508_s_at	C18ORF25
217509_x_at	GRIK5
217510_at	CRX
217511_at	KAZALD1
217512_at	KNG1
217513_at	MILR1
217514_at	ST8SIA5
217515_s_at	CACNA1S
217516_x_at	ARVCF
217517_x_at	217517_X_AT
217518_at	MYOF
217519_at	217519_AT
217520_x_at	PDCD6IPP2
217521_at	HAL
217522_at	KCNV2
217523_at	CD44
217524_x_at	PPARGC1B
217525_at	OLFML1
217526_at	NFATC2IP
217527_s_at	NFATC2IP
217528_at	CLCA2
217529_at	ORAI2
217530_at	SLC34A1
217531_at	217531_AT
217532_x_at	217532_X_AT
217533_x_at	217533_X_AT
217534_at	FAM49B
217535_at	217535_AT
217536_x_at	217536_X_AT
217537_x_at	217537_X_AT
217538_at	SGSM2
217539_at	C18ORF25
217540_at	NXPE3
217541_x_at	ZNF816
217542_at	MDM2
217543_s_at	MBTPS1
217544_at	MIR3916
217545_at	MYH14
217546_at	MT1M
217547_x_at	ZNF675
217548_at	ARPIN
217549_at	NCKAP1L
217550_at	ATF6
217551_at	OR7E14P
217552_x_at	CR1
217553_at	STEAP1B
217554_at	217554_AT
217555_at	SMC1A
217556_at	CLCN4
217557_s_at	MDM2
217558_at	CYP2C9
217559_at	RPL10L
217560_at	GGA1
217561_at	CALCA
217562_at	BRINP3
217563_at	217563_AT
217564_s_at	CPS1
217565_at	217565_AT
217566_s_at	TGM4
217567_at	217567_AT
217568_at	EDDM3A
217569_x_at	217569_X_AT
217570_x_at	217570_X_AT
217571_at	217571_AT
217572_at	217572_AT
217573_at	217573_AT
217574_at	CDH8
217575_s_at	217575_S_AT
217576_x_at	SOS2
217577_at	217577_AT
217578_at	217578_AT
217579_x_at	217579_X_AT
217580_x_at	ATL2
217581_at	217581_AT
217582_at	217582_AT
217583_at	PAH
217584_at	NPC1
217585_at	NEBL
217586_x_at	217586_X_AT
217587_at	217587_AT
217588_at	CATSPER2
217589_at	RAB40A
217590_s_at	TRPA1
217591_at	SKIL
217592_at	217592_AT
217593_at	ZSCAN18
217594_at	ZCCHC11
217595_at	GSPT1
217596_at	UPF3A
217597_x_at	RAB40B
217598_at	CINP
217599_s_at	MDFIC
217600_at	217600_AT
217601_at	NUP188
217602_at	PPIA
217603_at	217603_AT
217604_at	217604_AT
217605_at	USP27X
217606_at	217606_AT
217607_x_at	EIF4G2
217608_at	SREK1IP1
217609_at	RPL13P5
217610_at	217610_AT
217611_at	217611_AT
217612_at	TIMM50
217613_at	TMEM144
217614_at	HMHA1
217615_at	217615_AT
217616_at	217616_AT
217617_at	217617_AT
217618_x_at	HUS1
217619_x_at	217619_X_AT
217620_s_at	PIK3CB
217621_at	SLC6A2
217622_at	RHBDD3
217623_at	217623_AT
217624_at	PDAP1
217625_x_at	LINC00963
217626_at	217626_AT
217627_at	ZNF573
217628_at	CLIC5
217629_at	217629_AT
217630_at	ANGEL2
217631_at	GTPBP4
217632_at	217632_AT
217633_at	217633_AT
217634_at	217634_AT
217635_s_at	POLG
217636_at	POLG
217637_at	KCNB1
217638_at	217638_AT
217639_at	217639_AT
217640_x_at	SKA1
217641_at	GPR135
217642_at	217642_AT
217643_x_at	217643_X_AT
217644_s_at	SOS2
217645_at	COX16
217646_at	SURF1
217647_at	DHODH
217648_at	217648_AT
217649_at	217649_AT
217650_x_at	ST3GAL2
217651_at	PELP1
217652_at	MAU2
217653_x_at	217653_X_AT
217654_at	CFLAR
217655_at	217655_AT
217656_at	217656_AT
217657_at	WBP1LP2
217658_at	THAP3
217659_at	217659_AT
217660_at	MYH14
217661_x_at	SIX5
217662_x_at	217662_X_AT
217663_at	ZNF234
217664_at	217664_AT
217665_at	ZNF813
217666_at	NAA50
217667_at	SEC14L1P1
217668_at	217668_AT
217669_s_at	AKAP6
217670_at	217670_AT
217671_at	217671_AT
217672_x_at	217672_X_AT
217673_x_at	217673_X_AT
217674_at	217674_AT
217675_at	ZBTB7C
217676_at	217676_AT
217677_at	PLEKHA2
217678_at	SLC7A11
217679_x_at	217679_X_AT
217680_x_at	217680_X_AT
217681_at	WNT7B
217682_at	C16ORF72
217683_at	217683_AT
217684_at	217684_AT
217685_at	CSNK1D
217686_at	217686_AT
217687_at	ADCY2
217688_at	217688_AT
217689_at	217689_AT
217690_at	ENOSF1
217691_x_at	SLC16A3
217692_at	217692_AT
217693_x_at	MAGOH2
217694_at	217694_AT
217695_x_at	217695_X_AT
217696_at	FUT7
217697_at	217697_AT
217698_at	217698_AT
217699_at	217699_AT
217700_at	CNPY4
217701_x_at	217701_X_AT
217702_at	217702_AT
217703_x_at	217703_X_AT
217704_x_at	217704_X_AT
217705_at	PRKD1
217706_at	217706_AT
217707_x_at	217707_X_AT
217708_x_at	217708_X_AT
217709_at	217709_AT
217710_x_at	ITPK1
217711_at	TEK
217712_at	217712_AT
217713_x_at	217713_X_AT
217714_x_at	217714_X_AT
217715_x_at	217715_X_AT
217716_s_at	SEC61A1
217717_s_at	YWHAB
217718_s_at	YWHAB
217719_at	EIF3L
217720_at	CHCHD2
217721_at	SEPT7
217722_s_at	NGRN
217723_x_at	217723_X_AT
217724_at	SERBP1
217725_x_at	SERBP1
217726_at	COPZ1
217727_x_at	VPS35
217728_at	S100A6
217729_s_at	AES
217730_at	TMBIM1
217731_s_at	ITM2B
217732_s_at	ITM2B
217733_s_at	TMSB10
217734_s_at	WDR6
217735_s_at	EIF2AK1
217736_s_at	EIF2AK1
217737_x_at	RTFDC1
217738_at	NAMPT
217739_s_at	NAMPT
217740_x_at	SNORD36A
217741_s_at	ZFAND5
217742_s_at	WAC
217743_s_at	TMEM30A
217744_s_at	PERP
217745_s_at	NAA50
217746_s_at	PDCD6IP
217747_s_at	RPS9
217748_at	ADIPOR1
217749_at	COPG1
217750_s_at	UBE2Z
217751_at	GSTK1
217752_s_at	CNDP2
217753_s_at	RPS26P6
217754_at	DDX56
217755_at	HN1
217756_x_at	HYPK
217757_at	A2M
217758_s_at	TM9SF3
217759_at	TRIM44
217760_at	TRIM44
217761_at	ADI1
217762_s_at	RAB31
217763_s_at	RAB31
217764_s_at	RAB31
217765_at	NRBP1
217766_s_at	TMEM50A
217767_at	C3
217768_at	C14ORF166
217769_s_at	POMP
217770_at	PIGT
217771_at	GOLM1
217772_s_at	MTCH2
217773_s_at	NDUFA4
217774_s_at	TRMT112
217775_s_at	RDH11
217776_at	RDH11
217777_s_at	PTPLAD1
217778_at	SLC39A1
217779_s_at	PNRC2
217780_at	WDR83OS
217781_s_at	ZNF106
217782_s_at	GPS1
217783_s_at	YPEL5
217784_at	YKT6
217785_s_at	YKT6
217786_at	PRMT5
217787_s_at	GALNT2
217788_s_at	GALNT2
217789_at	SNX6
217790_s_at	SSR3
217791_s_at	ALDH18A1
217792_at	SNX5
217793_at	RAB11B
217794_at	PRR13
217795_s_at	TMEM43
217796_s_at	NPLOC4
217797_at	UFC1
217798_at	CNOT2
217799_x_at	UBE2H
217800_s_at	NDFIP1
217801_at	ATP5E
217802_s_at	NUCKS1
217803_at	GOLPH3
217804_s_at	ILF3
217805_at	ILF3
217806_s_at	POLDIP2
217807_s_at	GLTSCR2
217808_s_at	MAPKAP1
217809_at	BZW2
217810_x_at	LARS
217811_at	217811_AT
217812_at	YTHDF2
217813_s_at	SPIN1
217814_at	CCDC47
217815_at	SUPT16H
217816_s_at	PCNP
217817_at	ARPC4
217818_s_at	ARPC4
217819_at	GOLGA7
217820_s_at	ENAH
217821_s_at	WBP11
217822_at	WBP11
217823_s_at	UBE2J1
217824_at	UBE2J1
217825_s_at	UBE2J1
217826_s_at	UBE2J1
217827_s_at	SPG21
217828_at	SLTM
217829_s_at	USP39
217830_s_at	NSFL1C
217831_s_at	NSFL1C
217832_at	SYNCRIP
217833_at	SYNCRIP
217834_s_at	SYNCRIP
217835_x_at	C20ORF24
217836_s_at	YY1AP1
217837_s_at	CHMP3
217838_s_at	EVL
217839_at	TFG
217840_at	DDX41
217841_s_at	PPME1
217842_at	C7ORF55-LUC7L2
217843_s_at	MED4
217844_at	CTDSP1
217845_x_at	HIGD1A
217846_at	QARS
217847_s_at	THRAP3
217848_s_at	PPA1
217849_s_at	CDC42BPB
217850_at	GNL3
217851_s_at	SLMO2
217852_s_at	ARL8B
217853_at	TNS3
217854_s_at	POLR2E
217855_x_at	SDF4
217856_at	RBM8A
217857_s_at	RBM8A
217858_s_at	ARMCX3
217859_s_at	SLC39A9
217860_at	NDUFA10
217861_s_at	PREB
217862_at	PIAS1
217863_at	PIAS1
217864_s_at	PIAS1
217865_at	RNF130
217866_at	CPSF7
217867_x_at	BACE2
217868_s_at	METTL9
217869_at	HSD17B12
217870_s_at	CMPK1
217871_s_at	MIF
217872_at	PIH1D1
217873_at	CAB39
217874_at	SUCLG1
217875_s_at	PMEPA1
217876_at	GTF3C5
217877_s_at	GPBP1L1
217878_s_at	CDC27
217879_at	CDC27
217880_at	CDC27
217881_s_at	CDC27
217882_at	EMC3
217883_at	MMADHC
217884_at	NAT10
217885_at	IPO9
217886_at	EPS15
217887_s_at	EPS15
217888_s_at	ARFGAP1
217889_s_at	CYBRD1
217890_s_at	PARVA
217891_at	C16ORF58
217892_s_at	LIMA1
217893_s_at	AKIRIN1
217894_at	KCTD3
217895_at	PTCD3
217896_s_at	FAM192A
217897_at	FXYD6
217898_at	EMC7
217899_at	TMEM214
217900_at	IARS2
217901_at	DSG2
217902_s_at	HERC2
217903_at	STRN4
217904_s_at	BACE1
217905_at	MCMBP
217906_at	KLHDC2
217907_at	MRPL18
217908_s_at	DCAF6
217909_s_at	MLX
217910_x_at	MLX
217911_s_at	BAG3
217912_at	DUS1L
217913_at	VPS4A
217914_at	TPCN1
217915_s_at	RSL24D1
217916_s_at	FAM49B
217917_s_at	DYNLRB1
217918_at	DYNLRB1
217919_s_at	MRPL42
217920_at	MAN1A2
217921_at	MAN1A2
217922_at	MAN1A2
217923_at	PEF1
217924_at	C6ORF106
217925_s_at	C6ORF106
217926_at	C19ORF53
217927_at	SPCS1
217928_s_at	PPP6R3
217929_s_at	KIAA0319L
217930_s_at	TOLLIP
217931_at	CNPY3
217932_at	MRPS7
217933_s_at	LAP3
217934_x_at	STUB1
217935_s_at	UQCC1
217936_at	ARHGAP5
217937_s_at	HDAC7
217938_s_at	KCMF1
217939_s_at	AFTPH
217940_s_at	CARKD
217941_s_at	ERBB2IP
217942_at	MRPS35
217943_s_at	MAP7D1
217944_at	POMGNT1
217945_at	BTBD1
217946_s_at	SAE1
217947_at	CMTM6
217948_at	FAM127B
217949_s_at	VKORC1
217950_at	NOSIP
217951_s_at	PHF3
217952_x_at	PHF3
217953_at	PHF3
217954_s_at	PHF3
217955_at	BCL2L13
217956_s_at	ENOPH1
217957_at	CFAP20
217958_at	TRAPPC4
217959_s_at	TRAPPC4
217960_s_at	TOMM22
217961_at	SLC25A38
217962_at	NOP10
217963_s_at	NGFRAP1
217964_at	TTC19
217965_s_at	SAP30BP
217966_s_at	FAM129A
217967_s_at	FAM129A
217968_at	TSSC1
217969_at	VPS51
217970_s_at	CNOT6
217971_at	LAMTOR3
217972_at	CHCHD3
217973_at	DCXR
217974_at	TM7SF3
217975_at	WBP5
217976_s_at	DYNC1LI1
217977_at	MSRB1
217978_s_at	UBE2Q1
217979_at	TSPAN13
217980_s_at	MRPL16
217981_s_at	TIMM10B
217982_s_at	MORF4L1
217983_s_at	RNASET2
217984_at	RNASET2
217985_s_at	BAZ1A
217986_s_at	BAZ1A
217987_at	ASNSD1
217988_at	CCNB1IP1
217989_at	HSD17B11
217990_at	GMPR2
217991_x_at	SSBP3
217992_s_at	EFHD2
217993_s_at	MAT2B
217994_x_at	CPSF3L
217995_at	SQRDL
217996_at	PHLDA1
217997_at	PHLDA1
217998_at	PHLDA1
217999_s_at	PHLDA1
218000_s_at	PHLDA1
218001_at	MRPS2
218002_s_at	CXCL14
218003_s_at	FKBP3
218004_at	BSDC1
218005_at	ZNF22
218006_s_at	ZNF22
218007_s_at	RPS27L
218008_at	TMEM248
218009_s_at	PRC1
218010_x_at	PPDPF
218011_at	UBL5
218012_at	TSPYL2
218013_x_at	DCTN4
218014_at	NUP85
218015_s_at	WRNIP1
218016_s_at	POLR3E
218017_s_at	HGSNAT
218018_at	PDXK
218019_s_at	PDXK
218020_s_at	ZFAND3
218021_at	DHRS4L2
218022_at	VRK3
218023_s_at	FAM53C
218024_at	MPC1
218025_s_at	ECI2
218026_at	COA3
218027_at	MRPL15
218028_at	ELOVL1
218029_at	FAM65A
218030_at	GIT1
218031_s_at	FOXN3
218032_at	SNN
218033_s_at	SNN
218034_at	FIS1
218035_s_at	RBM47
218036_x_at	NMD3
218037_at	FAM134A
218038_at	ATP5SL
218039_at	NUSAP1
218040_at	PRPF38B
218041_x_at	SLC38A2
218042_at	COPS4
218043_s_at	AZI2
218044_x_at	218044_X_AT
218045_x_at	PTMS
218046_s_at	MRPS16
218047_at	OSBPL9
218048_at	COMMD3
218049_s_at	MRPL13
218050_at	UFM1
218051_s_at	NT5DC2
218052_s_at	ATP13A1
218053_at	PRPF40A
218054_s_at	218054_S_AT
218055_s_at	WDR41
218056_at	BFAR
218057_x_at	EMC8
218058_at	CXXC1
218059_at	ZNF706
218060_s_at	USB1
218061_at	MEA1
218062_x_at	CDC42EP4
218063_s_at	CDC42EP4
218064_s_at	AKAP8L
218065_s_at	TMEM9B
218066_at	SLC12A7
218067_s_at	ARGLU1
218068_s_at	ZNF672
218069_at	DCTPP1
218070_s_at	GMPPA
218071_s_at	MKRN2
218072_at	COMMD9
218073_s_at	NDC1
218074_at	FAM96B
218075_at	AAAS
218076_s_at	ARHGAP17
218077_s_at	ZDHHC3
218078_s_at	ZDHHC3
218079_s_at	GGNBP2
218080_x_at	FAF1
218081_at	C20ORF27
218082_s_at	UBP1
218083_at	PTGES2
218084_x_at	FXYD5
218085_at	CHMP5
218086_at	NPDC1
218087_s_at	SORBS1
218088_s_at	RRAGC
218089_at	AAR2
218090_s_at	WDR11
218091_at	AGFG1
218092_s_at	AGFG1
218093_s_at	ANKRD10
218094_s_at	DBNDD2
218095_s_at	TMEM165
218096_at	AGPAT5
218097_s_at	CUEDC2
218098_at	ARFGEF2
218099_at	TEX2
218100_s_at	IFT57
218101_s_at	KCTD14
218102_at	DERA
218103_at	FTSJ3
218104_at	TEX10
218105_s_at	MRPL4
218106_s_at	MRPS10
218107_at	WDR26
218108_at	UBR7
218109_s_at	MFSD1
218110_at	XAB2
218111_s_at	CMAS
218112_at	MRPS34
218113_at	TMEM2
218114_at	GGA1
218115_at	ASF1B
218116_at	C9ORF78
218117_at	RBX1
218118_s_at	TIMM23
218119_at	TIMM23B
218120_s_at	HMOX2
218121_at	HMOX2
218122_s_at	SENP2
218123_at	C21ORF59
218124_at	RETSAT
218125_s_at	CCDC25
218126_at	RMDN3
218127_at	NFYB
218128_at	NFYB
218129_s_at	NFYB
218130_at	C17ORF62
218131_s_at	GATAD2A
218132_s_at	TSEN34
218133_s_at	NIF3L1
218134_s_at	RBM22
218135_at	ERGIC2
218136_s_at	SLC25A37
218137_s_at	SMAP1
218138_at	MKKS
218139_s_at	AP5M1
218140_x_at	SRPRB
218141_at	UBE2O
218142_s_at	CRBN
218143_s_at	SCAMP2
218144_s_at	INF2
218145_at	TRIB3
218146_at	GLT8D1
218147_s_at	GLT8D1
218148_at	CENPT
218149_s_at	ZNF395
218150_at	ARL5A
218151_x_at	SLC52A2
218152_at	HMG20A
218153_at	CARS2
218154_at	GSDMD
218155_x_at	TSR1
218156_s_at	TSR1
218157_x_at	CDC42SE1
218158_s_at	APPL1
218159_at	DDRGK1
218160_at	NDUFA8
218161_s_at	CLN6
218162_at	OLFML3
218163_at	MCTS1
218164_at	SPATA20
218165_at	MEAF6
218166_s_at	RSF1
218167_at	AMZ2
218168_s_at	ADCK3
218169_at	VAC14
218170_at	ISOC1
218171_at	VPS4B
218172_s_at	DERL1
218173_s_at	WHSC1L1
218174_s_at	TMEM254
218175_at	CCDC92
218176_at	MAGEF1
218177_at	CHMP1B
218178_s_at	CHMP1B
218179_s_at	TRAPPC11
218180_s_at	EPS8L2
218181_s_at	MAP4K4
218182_s_at	CLDN1
218183_at	CDIP1
218184_at	TULP4
218185_s_at	ARMC1
218186_at	RAB25
218187_s_at	C8ORF33
218188_s_at	LMNB2
218189_s_at	NANS
218190_s_at	UQCR10
218191_s_at	LMBRD1
218192_at	IP6K2
218193_s_at	GOLT1B
218194_at	REXO2
218195_at	C6ORF211
218196_at	OSTM1
218197_s_at	OXR1
218198_at	DHX32
218199_s_at	NOL6
218200_s_at	NDUFB2
218201_at	NDUFB2
218202_x_at	MRPL44
218203_at	ALG5
218204_s_at	FYCO1
218205_s_at	MKNK2
218206_x_at	SCAND1
218207_s_at	STMN3
218208_at	PQLC1
218209_s_at	RPRD1A
218210_at	FN3KRP
218211_s_at	MLPH
218212_s_at	MOCS2
218213_s_at	TMEM258
218214_at	ATG101
218215_s_at	NR1H2
218216_x_at	ARL6IP4
218217_at	SCPEP1
218218_at	APPL2
218219_s_at	LANCL2
218220_at	C12ORF10
218221_at	ARNT
218222_x_at	ARNT
218223_s_at	PLEKHO1
218224_at	ELMSAN1
218225_at	ECSIT
218226_s_at	NDUFB4
218227_at	218227_AT
218228_s_at	TNKS2
218229_s_at	POGK
218230_at	ARFIP1
218231_at	NAGK
218232_at	C1QA
218233_s_at	PRICKLE4
218234_at	ING4
218235_s_at	UTP11L
218236_s_at	PRKD3
218237_s_at	SLC38A1
218238_at	GTPBP4
218239_s_at	GTPBP4
218240_at	NKIRAS2
218241_at	GOLGA5
218242_s_at	SUV420H1
218243_at	RUFY1
218244_at	NOL8
218245_at	TSKU
218246_at	MUL1
218247_s_at	MEX3C
218248_at	FAM111A
218249_at	ZDHHC6
218250_s_at	CNOT7
218251_at	MID1IP1
218252_at	CKAP2
218253_s_at	EIF2D
218254_s_at	SAR1B
218255_s_at	FBRS
218256_s_at	NUP54
218257_s_at	UGGT1
218258_at	POLR1D
218259_at	MKL2
218260_at	DDA1
218261_at	AP1M2
218262_at	RMND5B
218263_s_at	ZBED5
218264_at	BCCIP
218265_at	SECISBP2
218266_s_at	NCS1
218267_at	CINP
218268_at	TBC1D15
218269_at	DROSHA
218270_at	MRPL24
218271_s_at	PARL
218272_at	TTC38
218273_s_at	PDP1
218274_s_at	ANKZF1
218275_at	SLC25A10
218276_s_at	SAV1
218277_s_at	DHX40
218278_at	WDR74
218279_s_at	218279_S_AT
218280_x_at	HIST2H2AA4
218281_at	MRPL48
218282_at	EDEM2
218283_at	SS18L2
218284_at	SMAD3
218285_s_at	BDH2
218286_s_at	RNF7
218287_s_at	AGO1
218288_s_at	CCDC90B
218289_s_at	UBA5
218290_at	PLEKHJ1
218291_at	LAMTOR2
218292_s_at	PRKAG2
218293_x_at	NUP50
218294_s_at	NUP50
218295_s_at	NUP50
218296_x_at	MSTO1
218297_at	FAM188A
218298_s_at	C14ORF159
218299_at	C11ORF24
218300_at	PAGR1
218301_at	RNPEPL1
218302_at	PSENEN
218303_x_at	KRCC1
218304_s_at	OSBPL11
218305_at	IPO4
218306_s_at	HERC1
218307_at	RSAD1
218308_at	TACC3
218309_at	CAMK2N1
218310_at	RABGEF1
218311_at	MAP4K3
218312_s_at	ZSCAN18
218313_s_at	GALNT7
218314_s_at	C11ORF57
218315_s_at	CDK5RAP1
218316_at	TIMM9
218317_x_at	SLX1A
218318_s_at	NLK
218319_at	PELI1
218320_s_at	NDUFB11
218321_x_at	STYXL1
218322_s_at	ACSL5
218323_at	RHOT1
218324_s_at	SPATS2
218325_s_at	DIDO1
218326_s_at	LGR4
218327_s_at	SNAP29
218328_at	COQ4
218329_at	PRDM4
218330_s_at	NAV2
218331_s_at	FAM208B
218332_at	BEX1
218333_at	DERL2
218334_at	THOC7
218335_x_at	TNIP2
218336_at	PFDN2
218337_at	FAM160B2
218338_at	PHC1P1
218339_at	MRPL22
218340_s_at	UBA6
218341_at	PPCS
218342_s_at	ERMP1
218343_s_at	GTF3C3
218344_s_at	RCOR3
218345_at	TMEM176A
218346_s_at	SESN1
218347_at	TYW1
218348_s_at	ZC3H7A
218349_s_at	ZWILCH
218350_s_at	GMNN
218351_at	COMMD8
218352_at	RCBTB1
218353_at	RGS5
218354_at	TRAPPC2L
218355_at	KIF4A
218356_at	FTSJ2
218357_s_at	TIMM8B
218358_at	CRELD2
218359_at	NRSN2
218360_at	RAB22A
218361_at	GOLPH3L
218362_s_at	DIS3
218363_at	EXD2
218364_at	LRRFIP2
218365_s_at	DARS2
218366_x_at	METTL17
218367_x_at	USP21
218368_s_at	TNFRSF12A
218369_s_at	218369_S_AT
218370_s_at	S100PBP
218371_s_at	PSPC1
218372_at	MED9
218373_at	AKTIP
218374_s_at	C12ORF4
218375_at	NUDT9
218376_s_at	MICAL1
218377_s_at	RWDD2B
218378_s_at	PRKRIP1
218379_at	RBM7
218380_at	NLRP1
218381_s_at	U2AF2
218382_s_at	U2AF2
218383_at	HAUS4
218384_at	CARHSP1
218385_at	MRPS18A
218386_x_at	USP16
218387_s_at	PGLS
218388_at	PGLS
218389_s_at	APH1A
218390_s_at	FAM204A
218391_at	SNF8
218392_x_at	SFXN1
218393_s_at	SMU1
218394_at	ROGDI
218395_at	ACTR6
218396_at	VPS13C
218397_at	FANCL
218398_at	MRPS30
218399_s_at	CDCA4
218400_at	OAS3
218401_s_at	ZNF281
218402_s_at	HPS4
218403_at	TRIAP1
218404_at	SNX10
218405_at	ABT1
218406_x_at	218406_X_AT
218407_x_at	NENF
218408_at	TIMM10
218409_s_at	DNAJC1
218410_s_at	PGP
218411_s_at	MBIP
218412_s_at	GTF2IRD1
218413_s_at	ZNF639
218414_s_at	NDE1
218415_at	VPS33B
218416_s_at	SLC48A1
218417_s_at	SLC48A1
218418_s_at	KANK2
218419_s_at	TMUB2
218420_s_at	PROSER1
218421_at	CERK
218422_s_at	RBM26
218423_x_at	VPS54
218424_s_at	STEAP3
218425_at	RNF216
218426_s_at	RNF216
218427_at	SDCCAG3
218428_s_at	REV1
218429_s_at	C19ORF66
218430_s_at	RFX7
218431_at	VIPAS39
218432_at	FBXO3
218433_at	PANK3
218434_s_at	AACS
218435_at	DNAJC15
218436_at	SIL1
218437_s_at	LZTFL1
218438_s_at	MED28
218439_s_at	COMMD10
218440_at	MCCC1
218441_s_at	RPAP1
218442_at	MROH7-TTC4
218443_s_at	DAZAP1
218444_at	ALG12
218445_at	H2AFY2
218446_s_at	TVP23C
218447_at	CMC2
218448_at	GID8
218449_at	UFSP2
218450_at	HEBP1
218451_at	CDCP1
218452_at	SMARCAL1
218453_s_at	TMEM242
218454_at	PLBD1
218455_at	NFS1
218456_at	CAPRIN2
218457_s_at	DNMT3A
218458_at	GMCL1
218459_at	TOR3A
218460_at	HEATR2
218461_at	GPN3
218462_at	RPF1
218463_s_at	MUS81
218464_s_at	FAM222B
218465_at	TMEM33
218466_at	TBC1D17
218467_at	PSMG2
218468_s_at	GREM1
218469_at	GREM1
218470_at	YARS2
218471_s_at	BBS1
218472_s_at	PELO
218473_s_at	COLGALT1
218474_s_at	KCTD5
218475_at	TRMT2A
218476_at	POMT1
218477_at	TMEM14A
218478_s_at	ZCCHC8
218479_s_at	XPO4
218480_at	AGBL5
218481_at	EXOSC5
218482_at	ENY2
218483_s_at	IFT46
218484_at	NDUFA4L2
218485_s_at	SLC35C1
218486_at	KLF11
218487_at	ALAD
218488_at	EIF2B3
218489_s_at	ALAD
218490_s_at	ZNF302
218491_s_at	THYN1
218492_s_at	THAP7
218493_at	SNRNP25
218494_s_at	SLC2A4RG
218495_at	UXT
218496_at	RNASEH1
218497_s_at	RNASEH1
218498_s_at	ERO1L
218499_at	STK26
218500_at	THEM6
218501_at	ARHGEF3
218502_s_at	TRPS1
218503_at	FOCAD
218504_at	FAHD2A
218505_at	WDR59
218506_x_at	GLYR1
218507_at	HILPDA
218508_at	DCP1A
218509_at	218509_AT
218510_x_at	FAM134B
218511_s_at	PNPO
218512_at	WDR12
218513_at	TMA16
218514_at	SMG8
218515_at	PAXBP1
218516_s_at	IMPAD1
218517_at	JADE1
218518_at	FAM13B
218519_at	SLC35A5
218520_at	TBK1
218521_s_at	UBE2W
218522_s_at	MAP1S
218523_at	LHPP
218524_at	E4F1
218525_s_at	HIF1AN
218526_s_at	RANGRF
218527_at	APTX
218528_s_at	RNF38
218529_at	CD320
218530_at	FHOD1
218531_at	TMEM134
218532_s_at	FAM134B
218533_s_at	UCKL1
218534_s_at	AGGF1
218535_s_at	RIOK2
218536_at	MRS2
218537_at	HCFC1R1
218538_s_at	MRS2
218539_at	FBXO34
218540_at	THTPA
218541_s_at	C8ORF4
218542_at	CEP55
218543_s_at	PARP12
218544_s_at	RCL1
218545_at	CCDC91
218546_at	C1ORF115
218547_at	DHDDS
218548_x_at	TEX264
218549_s_at	RMDN1
218550_s_at	LRRC20
218551_at	MIIP
218552_at	ECHDC2
218553_s_at	KCTD15
218554_s_at	ASH1L
218555_at	ANAPC2
218556_at	ORMDL2
218557_at	NIT2
218558_s_at	MRPL39
218559_s_at	MAFB
218560_s_at	JMJD4
218561_s_at	LYRM4
218562_s_at	TMEM57
218563_at	NDUFA3
218564_at	RFWD3
218565_at	C9ORF114
218566_s_at	CHORDC1
218567_x_at	DPP3
218568_at	AGK
218569_s_at	KBTBD4
218570_at	KBTBD4
218571_s_at	CHMP4A
218572_at	CHMP4A
218573_at	MAGEH1
218574_s_at	LMCD1
218575_at	ANAPC1
218576_s_at	DUSP12
218577_at	LRRC40
218578_at	CDC73
218579_s_at	DHX35
218580_x_at	AURKAIP1
218581_at	ABHD4
218582_at	MARCH5
218583_s_at	DCUN1D1
218584_at	TCTN1
218585_s_at	DTL
218586_at	MRGBP
218587_s_at	POGLUT1
218588_s_at	FAM114A2
218589_at	LPAR6
218590_at	C10ORF2
218591_s_at	NOL10
218592_s_at	CECR5
218593_at	RBM28
218594_at	HEATR1
218595_s_at	HEATR1
